epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
106,5245.49,0.81817,1.04997,1.17881,0.89149,0.917,0.94843,0.84899,0.55665,0.53835,0.99207,0.00870063,0.00870063,0.00870063
107,5295.01,0.81882,1.05735,1.17985,0.87703,0.89463,0.94352,0.85292,0.52974,0.54184,0.98549,0.00868825,0.00868825,0.00868825
108,5344.37,0.79187,1.0485,1.16604,0.90597,0.91442,0.95548,0.86042,0.53179,0.53567,0.979,0.00867587,0.00867587,0.00867587
109,5393.84,0.80411,1.03751,1.1778,0.91826,0.88881,0.96199,0.87297,0.52971,0.4986,0.98109,0.0086635,0.0086635,0.0086635
110,5443.31,0.78915,1.01195,1.16595,0.88678,0.90941,0.96762,0.8714,0.52497,0.50089,0.97921,0.00865113,0.00865113,0.00865113
111,5492.71,0.7979,1.06045,1.17242,0.87976,0.90376,0.96046,0.85976,0.51162,0.5404,0.96097,0.00863875,0.00863875,0.00863875
112,5542.2,0.78839,1.00548,1.1729,0.90923,0.9313,0.96141,0.86932,0.52803,0.48348,0.97906,0.00862638,0.00862638,0.00862638
113,5591.73,0.79034,1.01871,1.17573,0.91754,0.92277,0.95919,0.85995,0.54397,0.50702,0.99053,0.008614,0.008614,0.008614
114,5640.97,0.78294,0.99881,1.15516,0.9153,0.92135,0.96725,0.87162,0.5208,0.49446,0.96848,0.00860162,0.00860162,0.00860162
115,5690.36,0.79271,1.02326,1.17251,0.9084,0.88912,0.95488,0.85495,0.55177,0.50685,0.98589,0.00858925,0.00858925,0.00858925
116,5739.88,0.78845,1.00695,1.17095,0.93639,0.88864,0.96723,0.86073,0.56204,0.47957,1.00067,0.00857687,0.00857687,0.00857687
117,5789.25,0.78836,1.01975,1.17313,0.90533,0.90739,0.96517,0.86867,0.55029,0.49687,0.99003,0.0085645,0.0085645,0.0085645
118,5838.64,0.7772,0.98667,1.15631,0.92303,0.894,0.96302,0.86201,0.52589,0.49798,0.98129,0.00855213,0.00855213,0.00855213
119,5888.21,0.78519,0.99418,1.16139,0.9225,0.9027,0.96265,0.86897,0.52883,0.49306,0.98012,0.00853975,0.00853975,0.00853975
120,5937.57,0.79711,1.02229,1.1723,0.94487,0.90453,0.96456,0.86901,0.54736,0.48033,0.98564,0.00852738,0.00852738,0.00852738
121,5987.05,0.78003,0.97156,1.15991,0.91648,0.86961,0.96138,0.87334,0.51199,0.50498,0.96,0.008515,0.008515,0.008515
