epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
136,7028.48,0.75993,1.04608,1.1526,0.90002,0.88827,0.93993,0.85838,0.51043,0.58501,0.98698,0.00665875,0.00665875,0.00665875
137,7079.29,0.77904,1.07739,1.16184,0.89564,0.87169,0.93759,0.86048,0.49277,0.5838,0.96643,0.006634,0.006634,0.006634
138,7129.69,0.77426,1.06884,1.16664,0.89204,0.89268,0.94225,0.86008,0.49428,0.56772,0.97408,0.00660925,0.00660925,0.00660925
139,7179.68,0.76852,1.02716,1.15519,0.88429,0.88861,0.94466,0.86215,0.51035,0.5947,0.99094,0.0065845,0.0065845,0.0065845
140,7230.3,0.74908,1.03201,1.14405,0.90047,0.85915,0.94787,0.86513,0.49223,0.53417,0.97072,0.00655975,0.00655975,0.00655975
141,7280.7,0.75944,1.0542,1.15648,0.91343,0.90066,0.95386,0.87459,0.47701,0.51928,0.96222,0.006535,0.006535,0.006535
142,7332.12,0.75972,1.01694,1.14122,0.89964,0.87711,0.95407,0.86336,0.4987,0.56263,0.96734,0.00651025,0.00651025,0.00651025
143,7383.66,0.75136,1.02079,1.1489,0.92219,0.88923,0.95613,0.87006,0.50635,0.51023,0.98041,0.0064855,0.0064855,0.0064855
144,7434.1,0.751,1.0312,1.1396,0.92474,0.90067,0.95357,0.8639,0.51296,0.50652,0.98172,0.00646075,0.00646075,0.00646075
145,7484.92,0.76146,1.0101,1.15637,0.92587,0.91523,0.94976,0.86745,0.4938,0.48411,0.99023,0.006436,0.006436,0.006436
146,7536.02,0.7471,1.02144,1.1368,0.91696,0.90116,0.94936,0.86225,0.50559,0.49664,0.99913,0.00641125,0.00641125,0.00641125
147,7587.34,0.77,1.0169,1.15279,0.93135,0.87899,0.9529,0.86023,0.52502,0.502,1.01583,0.0063865,0.0063865,0.0063865
148,7638.02,0.76498,1.05541,1.15647,0.91966,0.88399,0.95231,0.86916,0.51239,0.53848,1.01181,0.00636175,0.00636175,0.00636175
149,7688.68,0.74073,0.99942,1.13626,0.89917,0.89997,0.95188,0.86679,0.51293,0.54762,1.01206,0.006337,0.006337,0.006337
150,7739.08,0.76119,1.0297,1.15024,0.90623,0.86829,0.94943,0.86817,0.49623,0.53372,0.99929,0.00631225,0.00631225,0.00631225
151,7789.77,0.76573,1.04317,1.15713,0.91728,0.8787,0.94738,0.85995,0.51599,0.5418,0.99781,0.0062875,0.0062875,0.0062875
152,7842.69,0.75278,1.01215,1.14731,0.9148,0.89996,0.95538,0.87239,0.50721,0.5153,0.99078,0.00626275,0.00626275,0.00626275
153,7896.49,0.77477,1.04248,1.15651,0.91091,0.90263,0.95398,0.86703,0.48974,0.49454,0.97479,0.006238,0.006238,0.006238
154,7948.95,0.74206,0.99211,1.13879,0.88658,0.90049,0.95094,0.86325,0.50761,0.52405,0.98492,0.00621325,0.00621325,0.00621325
155,8002.54,0.74887,1.01475,1.14661,0.90198,0.88889,0.95311,0.86486,0.51143,0.52856,0.99208,0.0061885,0.0061885,0.0061885
156,8055.07,0.74305,0.97854,1.13736,0.9108,0.91552,0.95694,0.87112,0.50086,0.50529,0.99038,0.00616375,0.00616375,0.00616375
157,8109.4,0.75473,0.99549,1.14178,0.88296,0.88171,0.94951,0.86174,0.49774,0.53202,0.98621,0.006139,0.006139,0.006139
158,8162.26,0.7439,0.99172,1.13904,0.89849,0.89885,0.95009,0.85797,0.50371,0.50182,0.98743,0.00611425,0.00611425,0.00611425
159,8214.94,0.72772,0.97546,1.12632,0.92042,0.90236,0.94975,0.87123,0.49389,0.51083,0.97454,0.0060895,0.0060895,0.0060895
160,8266.01,0.75558,0.97425,1.13853,0.89888,0.88829,0.94002,0.85427,0.50812,0.54952,0.98218,0.00606475,0.00606475,0.00606475
161,8318.11,0.72883,0.96228,1.13674,0.89732,0.8956,0.93983,0.85491,0.50615,0.55545,1.01051,0.00604,0.00604,0.00604
162,8368.68,0.74288,0.98628,1.13817,0.91787,0.88074,0.93956,0.86011,0.51293,0.54418,1.0009,0.00601525,0.00601525,0.00601525
163,8419.96,0.73821,0.99011,1.13447,0.90422,0.87255,0.93919,0.85716,0.50306,0.52907,0.97987,0.0059905,0.0059905,0.0059905
164,8472.06,0.72978,0.95288,1.13233,0.88294,0.8739,0.93582,0.85279,0.49873,0.54043,0.98336,0.00596575,0.00596575,0.00596575
165,8524.03,0.74635,0.95762,1.14088,0.90288,0.87892,0.94365,0.85202,0.50431,0.50102,0.97603,0.005941,0.005941,0.005941
166,8577.36,0.75339,0.98218,1.13811,0.91492,0.87971,0.93228,0.85228,0.49803,0.5269,0.97066,0.00591625,0.00591625,0.00591625
167,8628.4,0.73948,0.99448,1.1381,0.91797,0.86384,0.93866,0.85685,0.48691,0.5256,0.9656,0.0058915,0.0058915,0.0058915
168,8683.25,0.7373,0.97558,1.1431,0.90852,0.89554,0.95075,0.86953,0.49444,0.50809,0.97997,0.00586675,0.00586675,0.00586675
169,8736.84,0.73649,0.98405,1.13553,0.9379,0.87516,0.95022,0.87155,0.49844,0.49454,0.97975,0.005842,0.005842,0.005842
170,8788.55,0.73881,0.99113,1.14264,0.92769,0.88576,0.95177,0.86787,0.51577,0.47644,1.00919,0.00581725,0.00581725,0.00581725
171,8843.56,0.72542,0.97072,1.13556,0.90436,0.86631,0.94722,0.86427,0.49848,0.50677,0.99283,0.0057925,0.0057925,0.0057925
